BugID	LDA1	LDA2	LDA3	LDA4	LDA5	LDA6	LDA7	LDA8	LDA9	LDA10	LDA11	LDA12	LDA13	LDA14	LDA15	LDA16	LDA17	LDA18	LDA19	LDA20	LDA21	LDA22	LDA23	LDA24	LDA25	LDA26	LDA27	LDA28	LDA29	LDA30	LDA31	LDA32	LDA33	LDA34	LDA35	LDA36	LDA37	LDA38	LDA39	LDA40
10460964	0.100279	0.100091	0.100154	0.100455	0.100003	0.100003	0.100506	20.373016	0.100003	0.100213	0.100003	0.100166	0.100003	197.229523	0.100003	0.100003	0.100073	0.100119	0.100112	255.258209	0.100003	0.100119	0.100009	0.100003	0.100061	0.100152	0.100178	0.100025	21.758629	0.100079	0.100135	0.100333	0.100104	0.100215	0.100236	0.100003	0.100018	0.100053	134.876663	0.100003
10469561	0.100151	0.100432	52.640518	0.100306	0.100005	0.100005	0.100142	0.100238	0.100005	56.749962	0.100005	0.100006	0.100005	0.100094	0.100005	0.100005	0.100088	0.100179	0.100147	0.100119	0.100005	0.10015	0.100049	0.100005	0.100071	0.100121	0.100047	0.100371	0.100157	41.690506	0.100152	0.100333	0.100108	31.667028	0.100189	0.100005	0.100029	0.100162	427.747894	0.100005
10479783	0.100141	11.039661	141.596588	0.100368	0.100003	0.100003	0.100196	0.100202	0.100003	0.100281	0.100003	8.234197	0.100003	0.100238	0.100003	0.100003	0.100132	0.100069	0.100173	0.100345	0.100003	0.100217	124.981606	0.100003	0.100049	0.100139	0.100049	0.100231	43.162514	0.100316	0.10018	0.100305	0.10011	0.10019	0.100196	0.100003	0.100059	0.100087	270.58136	0.100003
10485031	0.100102	104.825081	123.98687	0.100485	0.100018	0.100018	0.100308	0.100028	0.100018	292.758545	0.100018	0.100095	0.100018	0.100155	0.100018	0.100018	0.100143	0.100091	0.100133	0.100488	0.100018	7.499093	0.100048	0.100018	0.10015	0.100653	0.10004	0.100237	0.100276	0.100387	0.100222	0.100379	13.780362	0.100124	8.574795	0.100018	0.100147	3.200716	0.169651	0.100018
10512947	0.100228	13.32076	82.276428	0.100337	0.100009	0.100009	0.10036	0.100053	0.100009	0.100512	0.100009	0.100036	0.100009	0.10016	0.100009	0.100009	0.100177	0.100086	0.100148	0.1009	0.100009	0.100328	59.065895	0.100009	0.100084	0.100207	0.100069	0.100278	0.100144	0.100587	0.100173	0.100399	0.100112	0.102881	0.100202	0.100009	0.100041	0.100115	497.727997	0.100009
10513998	0.100303	0.100099	215.613312	0.100337	0.1	0.1	0.10041	0.100107	0.1	2.819648	0.1	0.100091	0.1	0.100376	0.1	0.1	0.100142	577.170776	0.100153	0.10012	0.1	0.100209	0.100112	0.1	0.100089	0.100376	0.100068	0.100514	0.100043	0.100375	0.100193	12.19943	0.100145	8.867872	0.100324	0.1	0.100069	0.1001	1.924221	0.1
10514453	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10546183	0.100235	0.100203	128.591019	0.100271	0.100001	0.100001	0.100091	0.10014	0.100001	3.037109	0.100001	0.100121	0.100001	0.100343	0.100001	0.100001	0.100551	0.100228	0.100302	0.100161	0.100001	0.100139	0.100129	0.100001	0.100072	29.917654	0.100116	0.100315	200.051544	169.573517	0.100178	0.100323	38.075665	0.100306	49.448322	0.100001	0.10011	0.100218	0.100433	0.100001
10559223	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10560404	0.100582	285.372314	0.10053	0.100372	0.100009	0.100009	0.100689	5.069089	0.100009	0.100125	0.100009	0.100058	0.100009	16.58676	0.100009	0.100009	0.100163	0.100285	0.100294	0.100294	0.100009	490.493286	0.100881	0.100009	0.100121	6.408893	0.100153	0.100447	42.661339	0.100748	0.100514	0.100201	0.100404	0.100208	0.100472	0.100009	0.100049	0.10028	0.100391	0.100009
10593547	0.100576	46.684597	206.634537	0.100323	0.10002	0.10002	16.006962	0.100262	0.10002	0.10041	0.10002	3.291902	0.10002	77.7276	0.10002	0.10002	3.199179	0.100139	0.100689	0.100284	0.10002	0.100487	0.100244	0.10002	0.100365	0.101028	0.100143	0.100505	73.581017	496.72937	0.10032	0.100545	0.100148	0.100619	0.100231	0.10002	5.037314	0.100328	0.100428	0.10002
10627685	0.100183	0.100397	76.745331	0.100314	0.100004	0.100004	0.100238	0.100098	0.100004	0.100494	0.100004	0.100025	0.100004	0.100164	0.100004	0.100004	0.100174	0.100063	0.100135	0.100129	0.100004	0.100209	0.100065	0.100004	0.100062	0.100151	0.100037	0.100312	0.100089	0.100643	0.100184	0.100486	0.100101	36.799244	0.100206	0.100004	0.100029	0.100095	535.750061	0.100004
10643273	261.468445	46.728397	156.493988	0.100265	0.100001	0.100001	0.100642	0.100123	0.100001	0.100312	0.100001	0.100148	0.100001	0.100473	0.100001	0.100001	0.100157	0.100115	0.100095	0.100404	0.100001	0.10014	0.100117	0.100001	0.100119	6.161618	0.100109	0.100264	0.100103	0.100421	0.100121	4.77795	0.100153	188.784653	0.100313	0.100001	0.100019	17.279741	0.100435	0.100001
10650557	0.100198	0.140137	128.222412	0.10041	0.100005	0.100005	246.052704	0.100104	0.100005	0.100314	0.100005	0.100023	0.100005	0.100189	0.100005	0.100005	0.100139	0.10009	0.100563	0.100162	0.100005	0.100346	0.100067	0.100005	0.100197	0.100148	0.10007	0.100347	0.100143	0.10052	0.100254	0.100291	0.100147	0.100227	0.100236	0.100005	0.100027	0.100211	312.979187	0.100005
10675351	0.100249	56.375111	139.811859	2.840979	0.100001	0.100001	0.100233	0.100735	0.100001	0.10037	0.100001	0.100566	0.100001	0.100457	0.100001	0.100001	0.100313	0.100452	0.100336	0.100533	0.100001	0.100228	321.342804	0.100001	0.100183	6.148916	0.100437	0.100326	0.100395	0.100587	0.10048	0.100352	298.070648	0.100557	0.100408	0.100001	0.100044	0.100942	0.100648	0.100001
10692209	0.100301	0.100523	113.250717	0.100262	0.100004	0.100004	0.100347	0.100104	0.100004	0.100384	0.100004	0.100019	0.100004	0.100251	0.100004	0.100004	0.100159	0.100063	0.100842	0.100108	0.100004	0.100163	0.100081	0.100004	0.100078	0.100173	0.100041	0.100213	0.100165	0.101171	0.10017	113.480598	0.100126	26.610355	0.100183	0.100004	0.100087	0.100206	413.052002	0.100004
10692886	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10699581	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10700857	0.100188	0.100066	189.226273	0.100236	0.1	0.1	0.100263	0.100124	0.1	34.41711	0.1	0.100029	0.1	0.100204	0.1	0.100004	0.100092	0.100083	0.100756	0.100055	0.1	0.10021	0.100086	0.1	0.100063	128.379868	0.10004	0.100219	0.100102	0.100332	0.100142	233.372025	0.100139	0.100515	0.100209	0.1	0.100029	0.100095	0.100455	0.1
10711440	0.100263	0.100396	85.284492	0.100293	0.100006	0.100006	0.100517	0.100125	0.100006	0.100493	0.100006	0.10003	0.100006	0.100198	0.100006	0.100006	0.100184	0.100061	0.100121	0.100102	0.100006	0.100223	0.100071	0.100006	0.100087	0.100148	0.100149	0.100279	0.100104	0.109717	0.100179	0.100546	0.100114	43.80162	0.100197	0.100006	0.100044	0.100157	533.198975	0.100006
10712111	0.10025	0.100111	122.250259	0.10052	0.100005	0.100005	0.100517	0.100173	0.100005	0.182901	0.100005	0.100026	0.100005	0.10047	0.100005	0.10001	0.100168	0.100187	0.100346	0.100109	0.100005	157.233704	5.838884	0.100005	0.100234	0.100378	0.100465	0.100109	169.857758	0.100343	0.100229	0.100381	0.100086	239.230347	0.100223	0.100005	0.100044	0.10016	0.100684	0.100005
10716007	0.100519	219.94133	0.100143	44.103527	0.100009	0.100009	0.10095	0.100126	0.100009	0.100363	0.100009	5.804556	0.100009	2.936938	0.100009	0.100011	3.031895	0.100318	0.100557	0.100265	0.100009	149.573837	5.250339	0.100009	0.100422	4.173859	0.100516	0.100564	0.561725	0.10028	0.100221	0.100254	223.041901	0.100265	0.100282	0.100011	0.100051	2.970485	100.803329	0.100009
10725212	502.543976	36.843056	121.355537	0.10038	0.1	0.1	0.100311	0.100251	0.1	0.100571	0.1	0.100002	0.1	0.100235	0.1	0.1	0.100193	0.100362	0.100122	0.100433	0.1	0.100259	0.10008	0.1	0.100055	6.999481	0.100444	0.10025	0.100092	44.528759	0.100288	0.100403	0.100284	0.100409	0.101241	0.1	0.100036	0.100285	6.322214	0.1
10727410	0.100425	41.978859	191.773438	0.100596	0.100035	0.100035	8.961127	376.314911	0.100035	0.100715	0.100035	0.100087	0.100035	0.100608	0.100035	0.100035	8.038487	0.10008	0.100216	0.100356	0.100035	0.100214	0.1007	0.100035	0.10031	0.100379	0.100052	0.100617	0.100166	0.10065	37.85104	0.17617	0.100481	191.328598	0.100632	0.100035	0.100168	0.100233	14.469322	0.100035
10729454	0.100501	90.192924	0.102892	0.100769	0.100149	0.100149	0.100806	1.730869	0.100149	0.100231	0.100149	0.100227	0.100149	0.101818	0.100149	0.100485	0.100466	0.100281	0.101126	0.100308	0.100149	0.100515	0.100572	0.100149	0.100354	0.100692	0.100179	0.100602	0.101205	0.100902	1720.354004	0.100927	0.101047	0.100834	0.100893	0.101131	0.100205	0.100281	0.101049	0.100149
10733016	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10761688	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10767297	0.122434	43.324394	183.86647	0.100156	0.1	0.1	0.100296	0.100105	0.1	0.100213	0.1	0.10004	0.1	0.100319	0.1	0.100003	0.100161	0.100226	0.100116	0.100077	0.1	0.100185	0.100072	0.1	0.100053	0.10031	0.100203	0.100265	0.100104	0.100596	0.100112	358.082153	0.100124	0.10038	0.100175	0.1	0.100018	0.10009	0.100312	0.1
10770216	0.100286	47.190731	174.532486	0.100503	0.100009	0.100009	0.100243	0.100193	0.100009	94.631432	0.100009	22.07276	0.100009	0.100345	0.100009	0.100015	0.100175	0.100171	0.100366	53.842873	0.100009	0.10029	0.100099	0.100009	52.864826	0.10067	0.100103	0.100344	0.100201	84.831528	1.711763	0.100439	0.100181	178.606842	0.100286	0.100009	0.100039	1.593516	0.216231	0.100009
10775485	0.100211	0.100109	170.347473	0.100359	0.100008	0.100008	0.100174	0.100062	0.100008	401.844391	0.100008	0.100086	0.100008	0.100201	0.100008	0.100008	0.1001	0.100139	0.100269	0.100203	0.100008	0.10093	0.10007	0.100008	0.100096	0.100143	0.100033	0.100153	0.100055	0.100334	0.1002	0.10037	0.100106	10.599097	0.100339	0.100008	0.100085	7.550644	0.153296	0.100008
10785909	178.654037	1.605	170.781906	0.100104	0.100003	0.100003	0.100665	0.100246	0.100003	0.100156	0.100003	0.100031	0.100003	0.100539	0.100003	0.100003	0.100184	0.100088	0.100113	0.100234	0.100003	0.10014	191.975311	0.100003	0.100082	106.932434	0.10004	0.100222	0.100161	0.10039	0.100302	0.375335	0.100127	32.369701	0.100185	0.100003	0.10188	0.100119	0.10032	0.100003
10795083	0.100441	0.100101	163.176895	0.100209	0.1	0.1	8.540438	0.100125	0.1	0.100114	0.1	116.70192	0.1	0.100522	0.1	0.1	0.100179	0.100217	0.100154	16.822393	0.1	0.100285	0.100167	0.1	0.10008	0.361801	305.519562	0.100253	0.10005	0.10037	0.100194	0.100707	0.100098	110.421471	0.10048	0.1	0.100035	12.250456	0.100324	0.1
10806455	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10817183	0.100264	0.100188	1.83648	397.791901	0.100006	0.100006	0.100333	0.10037	0.100006	0.100597	0.100006	0.10031	0.100006	0.100522	0.100006	10.552875	0.100337	0.100143	0.100218	0.100175	0.100006	0.100278	0.100137	0.100006	0.100551	0.100419	0.1001	0.100298	149.926208	0.100556	0.100573	27.632843	0.100838	0.100398	0.100398	0.100006	0.100042	0.100106	63.85149	0.100006
10828827	0.100297	0.100445	116.282349	0.100273	0.100003	0.100003	4.061194	0.100106	0.100003	0.100397	0.100003	0.100029	0.100003	0.100352	0.100003	0.100003	0.100151	0.100066	0.100095	0.100124	0.100003	0.100162	0.100086	0.100003	0.100066	0.100209	0.100032	0.100247	0.100124	0.100588	0.100191	24.435217	0.100108	0.249163	0.100205	0.100003	0.100044	0.100134	489.467163	0.100003
10831165	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10844101	445.92981	0.100159	0.100333	0.100301	0.100015	0.100015	0.101178	0.100209	0.100015	14.58969	0.100015	0.100246	0.100015	9.619228	0.100015	4.241776	0.100249	0.100173	0.100215	0.100142	0.100015	0.100276	0.100073	0.100015	0.100111	0.100432	0.100165	0.100646	0.100317	0.100619	0.100119	211.955704	0.100206	52.201519	0.100245	0.100015	0.100027	0.100171	9.15553	0.100015
10864851	0.100203	0.101924	157.674561	0.100356	0.100005	0.100005	139.358475	0.100127	0.100005	0.10029	0.100005	0.10003	0.100005	0.10031	0.100005	0.100005	0.10015	0.100106	0.100185	0.100155	0.100005	0.100123	0.100109	0.100005	0.100065	0.100261	0.100046	0.100313	0.100147	0.100441	0.100174	0.100529	0.100126	0.100291	0.100252	0.100005	0.100033	0.100274	341.259766	0.100005
10894536	0.100239	0.100511	140.478134	0.100317	0.100006	0.100006	8.40438	0.1001	0.100006	0.100269	0.100006	0.100008	0.100006	0.100321	0.100006	0.100006	0.100155	0.100066	0.100127	0.100143	0.100006	0.100208	0.100083	0.100006	0.100044	0.100161	0.100056	0.100211	0.10012	0.100379	0.100163	12.174507	0.100108	0.100252	0.100156	0.100006	0.100024	53.309639	341.128998	0.100006
10914581	0.100247	20.18078	167.177582	0.100337	0.100006	0.100006	49.183105	0.100137	0.100006	0.100352	0.100006	0.10002	0.100006	0.100418	0.100006	0.100006	0.100158	0.100116	0.100116	0.100131	0.100006	0.100155	0.100093	0.100006	0.100083	0.100307	0.100027	0.100237	0.100112	0.100404	0.100193	101.847885	0.100293	0.100479	0.100281	0.100006	0.10003	0.10009	292.105621	0.100006
10917367	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10920318	86.740219	0.100292	130.007874	0.100628	0.100001	0.100001	0.100485	25.372677	0.100001	0.100466	0.100001	31.663305	0.100001	291.343292	0.100001	0.100001	0.100248	0.100987	0.100224	0.102035	0.100001	0.10036	0.100109	0.100001	0.100133	2.015291	0.100295	74.157249	0.100455	0.100507	0.10018	20.032921	0.100623	9.557596	0.100585	0.100001	0.100027	0.100303	0.100641	0.100001
10921035	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10932875	0.100278	27.156643	0.100209	7.942625	0.100012	0.100012	3.009588	0.100673	0.100012	0.10048	0.100012	0.100055	0.100012	3.267792	0.100012	0.100012	18.84798	0.100311	2.614334	0.100171	0.100012	6.761372	65.857475	0.100012	0.100111	0.100195	0.100104	0.10013	0.100411	0.100211	0.100753	0.100371	0.100732	80.550659	0.100181	0.100012	223.382889	0.100545	195.702591	0.100012
10933040	0.100357	232.06633	0.100249	5.95526	0.100011	0.100011	0.100451	0.10015	0.100011	0.100455	0.100011	48.37149	0.100011	155.181885	0.100011	0.100029	52.505032	12.630061	0.100418	0.100265	0.100011	0.100301	0.100074	0.100011	5.012265	25.672222	2.105541	0.100596	75.459091	13.800767	0.101076	0.100371	0.10043	0.100185	39.459122	0.100011	0.100509	0.100315	4.074576	0.100011
10940980	0.100184	0.100625	147.756256	0.100356	0.100006	0.100006	0.10024	0.10028	0.100006	0.119648	0.100006	0.10002	0.100006	0.100275	0.100006	0.100006	0.100133	0.100114	0.100127	0.100082	0.100006	0.100134	0.100185	0.100006	0.100055	0.100162	0.100027	0.100206	184.388031	0.100318	0.100246	0.100547	0.100108	0.100363	0.100174	0.100006	0.100029	0.100095	263.131012	0.100006
10947772	0.100488	46.906853	194.039917	0.100547	0.100026	0.100026	10.620951	0.100697	0.100026	394.128998	0.100026	0.100486	0.100026	0.100709	0.100026	0.100026	0.1002	0.100423	0.10064	0.100129	0.100026	0.100539	0.10023	0.100026	0.100335	0.10051	2.437145	2.868096	0.10022	1.349701	13.625275	0.100678	0.100586	53.813503	0.10151	0.100026	0.100205	0.100338	0.199779	0.100026
10953638	0.100255	0.100429	88.457565	0.10032	0.100005	0.100005	27.510954	0.100074	0.100005	0.100494	0.100005	0.100037	0.100005	0.100363	0.100005	0.100005	0.100156	0.100117	0.100186	0.100148	0.100005	0.100163	0.100072	0.100005	0.100325	0.100327	0.100051	0.100243	0.100108	32.630867	0.100158	0.100522	0.100111	0.166986	0.100283	0.100005	0.100047	0.100112	549.728455	0.100005
10959000	0.100259	0.100414	101.46682	0.100318	0.100003	0.100003	0.100676	0.100096	0.100003	0.100505	0.100003	0.100022	0.100003	0.100342	0.100003	0.100003	0.100156	0.100063	0.100095	0.100132	0.100003	0.100323	0.100076	0.100003	0.10006	0.100201	0.100033	0.10023	0.100108	0.100565	0.10017	28.59409	0.10011	0.185608	0.1002	0.100003	0.100029	0.100125	509.148224	0.100003
10961558	0.115755	0.1001	179.014069	0.100276	0.100015	0.100015	0.100228	0.100106	0.100015	0.1004	0.100015	0.100039	0.100015	0.100278	0.100015	0.100018	0.100146	0.100102	0.100224	0.100115	0.100015	0.100141	0.100082	0.100015	0.10007	18.118361	0.100154	0.100355	0.100092	0.100349	0.100094	394.146454	0.100159	0.100514	0.100201	0.100015	0.100418	0.100133	0.100384	0.100015
10961775	0.239517	0.100077	176.925995	0.100309	0.100001	0.100001	0.100236	0.100131	0.100001	0.100379	0.100001	0.100078	0.100001	0.10024	0.100001	0.100003	0.100146	0.100095	0.100259	0.10014	0.100001	0.100167	0.100056	0.100001	0.100052	0.100127	0.100192	0.100257	0.100085	0.100301	0.10012	367.062897	0.10016	0.100388	0.100213	0.100001	46.166759	0.100242	0.100375	0.100001
10967402	0.100256	28.28496	131.850296	0.114151	0.100006	0.100006	0.100186	0.100067	0.100006	109.977768	0.100006	0.100029	0.100006	0.100216	0.100006	0.100006	0.100172	0.100145	0.100522	0.100098	0.100006	0.100226	186.642807	0.100006	0.100082	0.100308	0.100055	0.100357	0.100256	0.100433	0.100181	0.100384	0.100246	11.967678	0.100229	0.100006	0.100018	3.199766	180.758224	0.100006
10978952	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10992012	556.900574	58.546856	0.100238	0.100174	0.100002	0.100002	0.100327	0.100181	0.100002	0.100329	0.100002	0.100038	0.100002	141.730347	0.100002	0.100003	0.100398	0.100209	0.10065	0.100152	0.100002	0.100157	0.100085	0.100002	0.100115	0.100528	0.100077	0.100343	0.10062	0.10032	0.10024	0.100404	0.100256	17.201588	0.100482	0.100002	0.100025	8.113928	0.10027	0.100002
11015257	0.100252	24.383673	145.355484	0.100408	0.100006	0.100006	0.100279	0.10011	0.100006	0.100311	0.100006	0.100009	0.100006	0.100317	0.100006	0.100155	0.100165	0.100085	0.100301	0.100096	0.100006	0.100231	0.100102	0.100006	0.100719	0.10015	0.10003	0.100278	232.40715	0.100474	0.10024	0.100275	0.100115	0.100202	0.100227	0.100006	0.100479	0.10012	230.247559	0.100006
11048980	0.100225	0.100415	80.43618	0.100286	0.100003	0.100003	0.100217	0.100051	0.100003	0.100475	0.100003	0.100028	0.100003	0.100198	0.100003	0.100003	2.563919	0.100063	0.100128	0.100124	0.100003	0.100187	0.100124	0.100003	0.100054	0.100286	0.100031	0.100261	0.100124	0.100542	0.100146	0.100465	0.100117	0.10865	0.1002	0.100003	0.100035	0.100171	517.286011	0.100003
11054083	0.100291	108.519493	0.100203	0.100411	0.100001	0.100001	0.100666	0.100363	0.100001	0.10005	0.100001	0.100059	0.100001	0.100554	0.100001	0.100001	0.100163	0.100125	0.100239	0.100372	0.100001	0.100214	45.461014	0.100001	0.10072	2.259159	0.100141	0.100663	51.991444	0.170891	569.191101	0.100131	0.100413	0.100353	0.100389	0.100001	0.100117	0.100238	0.100257	0.100001
11068530	0.100164	0.100485	85.12603	0.100354	0.100003	0.100003	0.100167	0.100106	0.100003	64.939377	0.100003	0.100014	0.100003	0.100111	0.100003	0.100003	0.100112	0.100069	0.100103	0.100127	0.100003	0.100147	0.100051	0.100003	0.100058	0.100138	0.100039	0.100324	0.100147	13.126534	0.100223	0.100337	0.100099	51.927391	0.100194	0.100003	0.100023	0.100099	387.376862	0.100003
11070310	240.117844	37.255222	72.965492	0.100457	0.100001	0.100001	0.100208	0.100183	0.100001	2.750239	0.100001	0.100007	0.100001	0.100295	0.100001	0.100001	0.100361	0.10006	0.100195	0.100151	0.100001	0.100226	0.100092	0.100001	0.100162	0.100303	0.100575	0.100135	0.100151	251.287537	0.100112	0.1005	192.819763	20.193174	0.10013	0.100001	0.10003	0.100267	21.405941	0.100001
