TargetAreaPath	BugID	MarketLanguage	OriginalAreaPath	Branch	BuildNum	OpenedBy	OpenedDate	BinaryName	Uri	AppDisplay	AppName	Resolution	OriginalLanguageComment	EnglishTranslatedComment
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10460964	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14072	nichy	4/17/2014 7:53	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10469561	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	wpb_cxe_r1_exp_dev3	14072	yuson	4/19/2014 10:01	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Basic search relevance	Bing_HOSE.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10479783	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12321	zhiwang	2/28/2014 13:16	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	768x1280	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\TTS	10485031	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12284	shasraj	1/18/2014 4:21	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistOOBE	Search	Searchcm.dll	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10512947	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld	12343	jsking	3/20/2014 1:07	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10513998	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_wallet	12252	diegoca	11/28/2013 20:18	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10514453	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_wallet	12315	lstifel	3/4/2014 21:33	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences\RealWorld\CortanaOOBE	10546183	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_dp_appfx_dev	12274	chigy	1/14/2014 3:42	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	1080x1920	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10559223	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_exp_realworld	12292	slandry	1/27/2014 6:36	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10560404	Zh-CN	Windows Phone Blue\Experiences\CoreX\Shell	wpb_cxe_r1_exp_dev3	14096	v-qibi	5/15/2014 5:32	starthost.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5602/Start	Start Host	Starthost.exe	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	10593547	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld	12284	fakarim	1/18/2014 22:10	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&SuggestionId=3e4dd745-6174-996d-a955-95db119ce02b&SuggestionType=InterestId	Search	Searchcm.dll	768x1280	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10627685	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14067	hailmu	4/11/2014 1:45	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10643273	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_c4	12281	marubins	1/15/2014 8:22	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	768x1280	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10650557	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14101	yqx	5/23/2014 7:47	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10675351	En-US	Windows Phone Blue\Experiences\RealWorld\ContextualAwareness	wpb_exp_realworld_wallet	12327	lstifel	3/11/2014 16:17	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Suggestions UX  Content  inferences	mffileavcapture.dll	480x800	0	0	1	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10692209	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14077	chama	4/25/2014 3:18	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	1	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10692886	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14051	jianm	3/27/2014 23:48	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG	10699581	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_wallet	12239	lstifel	11/21/2013 1:48	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	1	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10700857	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_foundations	12243	jonwis	11/20/2013 3:19	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive&SuggestionId=	Search	Searchcm.dll	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10711440	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14077	xiaoyzhu	4/20/2014 23:46	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	1	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10712111	En-US	Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement	WPMain	12299	narad	2/1/2014 5:25	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Voice: Reminders  Calendar  Alarms  Notes	RW_Cortana_LiMa.client	480x800	0	0	0	0	0
Windows Phone Blue\Experiences\RealWorld\VoiceFramework	10716007	En-US	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	wpb_exp_realworld	12336	daspieke	3/12/2014 19:05	MessagingApp.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5610/Default	Cortana Voice: Calling  Texting  Open app	RW_Cortana_Speech.client	480x800	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10725212	Zh-CN	Windows Phone Blue\Experiences\RealWorld\AssistantUI	wpb_cxe_r1_exp_dev3	14075	v-ruyuyu	4/21/2014 3:01	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Search UI	RW_Cortana_UI.client	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10727410	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14047	szhao	3/17/2014 8:10	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x854	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10729454	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14077	shsun	4/21/2014 15:46	starthost.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5602/Start	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10733016	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12310	xkang	2/26/2014 18:00	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences	10761688	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14070	ggwu	4/23/2014 3:23	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	1	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10767297	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12278	zigs	1/15/2014 11:48	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/SearchResults?DefaultPivot=Device&QueryString=find emails from Alan Packer	Search	Searchcm.dll	768x1280	0	0	0	1	1
Windows Phone Blue\Experiences\RealWorld\Search	10770216	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12284	alavila	1/20/2014 7:34	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	768x1280	0	1	0	0	0
Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement	10775485	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_search	12228	jdeakins	11/4/2013 19:05	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences\SuggestionCanvas	10785909	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12263	brettp	12/14/2013 6:19	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive&SuggestionId=0E00000003000300A6140000	Search	Searchcm.dll	768x1280	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences\SuggestionCanvas	10795083	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp	12252	shawnbro	12/5/2013 23:16	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10806455	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14082	pacrook	5/2/2014 2:34	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={5db07089-490a-4250-ac7a-8c112991bc7c}&SuggestionType=InterestId	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10817183	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_mobilecore_drop_appfn_dev	12307	pavanh	2/12/2014 23:23	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	1	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10828827	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14077	chengu	4/21/2014 2:23	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG	10831165	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_exp_realworld_fb4	12294	yanqliu	2/10/2014 5:29	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10844101	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12298	wesbarc	2/2/2014 7:33	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10864851	Zh-CN	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	wpb_cxe_r1_exp_dev3	14104	huluo	6/5/2014 0:27	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Voice: Calling  Texting  Open app	RW_Cortana_Speech.client	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10894536	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14060	xurao	4/8/2014 10:13	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10914581	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14091	v-anneg	5/7/2014 5:41	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={96f231c4-bf0a-44ac-bcdc-7c21d7d09ce0}&SuggestionType=InterestId	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	768x1280	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	10917367	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	wpb_cxe_r1_exp_dev3	14070	zhel	4/29/2014 20:48	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Basic search relevance	Bing_HOSE.server	480x800	0	1	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10920318	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_c4	12239	marubins	11/14/2013 1:04	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	768x1280	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10921035	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12324	pehuang	3/14/2014 15:48	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	1	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	10932875	Zh-CN	Windows Phone Blue\CorePlat\DeviceFundamentals\Telemetry\UnknownPSMapping	wpb_cxe_r1_exp_dev3	14090	jessicaz	5/8/2014 15:48	BinaryMissing.exe	Unknown	Unknown		480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\IntentExtraction	10933040	En-US	Windows Phone Blue\Experiences\Apps\EmailAndCalendar\Calendar	wpb_exp	12335	jegentle	3/13/2014 17:22	Email.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5614/MessageList?FolderEntryId=0000000046000000010000000B00000000000000	Calendar	Calendar.exe	768x1280	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG	10940980	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_exp_realworld_fb4	12294	xianxu	1/29/2014 4:48	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10947772	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12278	zigs	1/15/2014 20:31	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	768x1280	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG	10953638	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14082	znie	4/30/2014 20:10	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\SR	10959000	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14057	shpen	4/4/2014 21:19	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences\SuggestionCanvas	10961558	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld	12271	daspieke	12/29/2013 2:46	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?S&amp;SuggestionId={&amp;SuggestionType=I	Search	Searchcm.dll	480x800	0	1	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10961775	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_corex	12266	davmonk	12/19/2013 3:22	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive	Search	Searchcm.dll	480x800	0	0	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10967402	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_siplat	12291	sachawla	1/28/2014 1:07	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	768x1280	0	1	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\SR	10978952	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14067	jalan	4/29/2014 21:38	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	0	0	0	0	0
Windows Phone Blue\Experiences\RealWorld\Search	10992012	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld	12308	v-trugan	2/11/2014 18:27	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x800	0	0	0	0	0
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	11015257	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12303	zhiwang	2/13/2014 3:02	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	0	0	0	0	0
