TargetAreaPath	BugID	MarketLanguage	OriginalAreaPath	Branch	BuildNum	OpenedBy	OpenedDate	BinaryName	Uri	AppDisplay	AppName	Resolution	OriginalLanguageComment	EnglishTranslatedComment
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10563389	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12292	paliu	1/27/2014 9:04	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	When ask the next 5 days forecast  it only shows 3 days but dont tell user in speech.	When ask the next 5 days forecast it only shows 3 days but dont tell user in speech.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10580025	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	WPMain	12323	manojki	2/27/2014 4:46	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=32d07d7f-48a2-4f84-73e6-a3575488273c&SuggestionType=InterestId	Cortana Basic search relevance	Bing_HOSE.server	480x800	do you ever get tired of me does not yield any funny answer	do you ever get tired of me does not yield any funny answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10601766	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	wpb_cxe_r1_exp_dev3	14086	huluo	5/4/2014 2:50	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers other: Facts  news  sports  etc.	Bing_Answers.server	480x800	#facts# no answer 	#facts# no answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10610468	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14040	raymonlu	3/14/2014 9:18	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Other feedback	Websearch.exe	480x800	#012 问：周冬雨，期待：明星信息，实际：天气预报	#012 asked: that winter rains, looking forward to: Celebrity information, the actual weather forecast
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10620504	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	WPMain	12367	nileroux	4/20/2014 3:33	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Basic search relevance	Bing_HOSE.server	768x1280	This query should have had a better result	This query should have had a better result
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10661239	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12314	shenxue	2/19/2014 0:46	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	告诉我我现在的位置 triggers message 	Sue Tell me where I am triggers message
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10668024	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12314	hairongx	2/27/2014 10:32	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	not support 安徽的天气 and 安徽黄山的天气	Not support in Anhui Province, the weather and the weather in Huangshan, Anhui
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10671947	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14077	xianwu	4/18/2014 21:35	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	语音朗读数字时出错	Speech number error
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10674765	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_wallet	12228	jordana	11/1/2013 23:15	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	Says Marcelo has no phone numbers	Says Marcelo has no phone numbers
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10680799	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_exp_realworld_fb4	12324	pehuang	3/13/2014 12:46	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	I said 什么时侯下雪，she gave me next five days weather 	I said What do when it snows,she gave me next five days weather
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10682133	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12284	harms	2/2/2014 22:44	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	WebSearch.exe	768x1280	When I said QFC  she didnt give me the closest one. In fact  there are several much closer	When I said QFC  she didnt give me the closest one. In fact  there are several much closer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10711225	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14082	szhao	4/23/2014 15:52	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x800	讲一个笑话  falls into place if previous turn is place	Tell a joke falls into place if previous turn is place
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10712765	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14100	chw	5/28/2014 14:33	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x800	无法回答明天天气怎么样	Unable to answer tomorrow
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10737302	Zh-CN	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	wpb_cxe_r1_exp_dev3	14067	jamyluo	4/10/2014 2:00	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Voice: Calling  Texting  Open app	RW_Cortana_Speech.client	480x800		
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10738718	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_wallet	12247	dibishop	11/25/2013 6:46	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	[TopIssueParentId:175028] Said cancel and still had a blank note saved	[TopIssueParentId:175028] Said cancel and still had a blank note saved
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10782106	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14072	yupe	4/17/2014 11:45	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	今日新闻 回答几点开始	Today new Wen answered several starting points
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10787473	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14086	shenxue	4/27/2014 20:59	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={c397d31d-9cee-4edc-8dd1-45856320e434}&SuggestionType=InterestId	Cortana Other feedback	Websearch.exe	768x1280	朗读有问题，会把具体时间也读出来。最近更新至<日期><时间>日	Lang Read the problem, will also read out at a specific time. Recent updates to < date >< time >
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10792617	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_dp_appfx_dev	12267	carlruss	12/19/2013 5:37	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x854	Puma it took 5 seconds to start playing music after Cortana said it was starting. (minor)	Puma it took 5 seconds to start playing music after Cortana said it was starting. (minor)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10804130	Zh-CN	Windows Phone Blue\Experiences\RealWorld\VoiceFramework\Help	wpb_cxe_r1_exp_dev3	14111	shenxue	6/5/2014 0:28	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Help and Tips	RW_Cortana_Help.client	480x800	为什么不能上滑进入搜索了？	Why not slip into the search?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10808981	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12283	zigs	1/26/2014 3:33	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	768x1280	Speech reco. Sheila is Sela	Speech reco. Sheila is Sela
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10821560	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	WPMain	12344	chamilt	3/21/2014 16:32	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Basic search relevance	Bing_HOSE.server	480x800	Legend... Wait for it... Should be in chat	Legend... Wait for it... Should be in chat
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10831990	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14072	mehwang	4/18/2014 5:18	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x800	SR: Why did SR ever return ...  the global no reco? 	SR: Why did SR ever return ... the global no reco?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10834275	Zh-CN	Windows Phone Blue\Experiences\RealWorld\VoiceFramework\Help	wpb_cxe_r1_exp_dev3	14072	minf	4/18/2014 21:21	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Help and Tips	RW_Cortana_Help.client	480x800	能否把餐馆的电话号码同时列出来	Can meal Museums listed phone numbers at the same time
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10841861	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12253	harinic	12/3/2013 15:31	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	Text search not working with Cortana	Text search not working with Cortana
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10851206	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_cxe_r1_exp_dev3	14060	qiadai	4/5/2014 13:15	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Other feedback	Websearch.exe	480x800	发邮件结果是搜索	Email results search
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10870696	En-US	Windows Phone Blue\Experiences\RealWorld\Search	WPMain	12259	jacoba	12/10/2013 6:20	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	768x1280	Show me the Microsoft stock quote does not show MSFT ticker.	Show me the Microsoft stock quote does not show MSFT ticker.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10899627	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_dp_grim_dev1	12285	orena	1/21/2014 19:21	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	Was looking for NFL holding (ru see the rules) and got a location result instead	Was looking for NFL holding (ru see the rules) and got a location result instead
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10901294	En-US	Windows Phone Blue\SiPlat	WPMain	12321	jeffday	2/26/2014 9:09	SpeechCPL.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5624/_default	speech	SpeechCPL.exe	768x1280	Cortana wont download my language even when I retry. 	Cortana wont download my language even when I retry. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10901490	En-US	Windows Phone Blue\Experiences\C4\Messaging	wpb_exp_corex	12239	kolbyh	11/14/2013 23:04	MessagingApp.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5610/Default	SMS/MMS Messaging	Messagingapp.exe	768x1280	The one time I want to create an appointment from SMS  the underline doesnt show.	The one time I want to create an appointment from SMS  the underline doesnt show.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10904003	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_corex	12292	zacwood	1/25/2014 8:34	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistOOBE	Search	Searchcm.dll	768x1280	Poor phrasing - I thought it was asking what name I wanted it to use for itself.  You should ask What can I call you	Poor phrasing - I thought it was asking what name I wanted it to use for itself.  You should ask What can I call you
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10931050	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	WPMain	12297	byrong	1/30/2014 21:38	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	768x1280	Cortana gave me answer somewhat related to my previous  question instead of what I asked	Cortana gave me answer somewhat related to my previous  question instead of what I asked
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10945046	Zh-CN	Windows Phone Blue\Experiences\RealWorld\ContextualAwareness	wpb_exp_realworld_fb4	12315	v-ruyuyu	2/21/2014 3:47	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Suggestions UX  Content  inferences	mffileavcapture.dll	480x800	地图缩放级别有问题，看不清楚	Map zoom level you have a problem, do not know
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10975804	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld	12330	bcross	3/10/2014 20:01	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	768x1280	play bastardos started to look like it was going to play  but is not playing and just sitting here	play bastardos started to look like it was going to play  but is not playing and just sitting here
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10990121	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_fb4	12321	dayua	3/3/2014 10:34	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x800	晚上12点 说是过去的提醒	Tonight 12 points are reminded of the past
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11046798	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14082	liagao	5/3/2014 10:50	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	让他读出来麦当劳信息的时候他去搜索网页啦！	Let him read it out: McDonalds message when he went to search the Web!
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11066245	En-US	Windows Phone Blue\Experiences\Apps\EmailAndCalendar\Calendar	wpb_dp_grim_dev2	12228	jegentle	11/4/2013 19:05	MessagingApp.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA5610/Default	Calendar	Calendarapp.exe	768x1280	New years eve prompts a calendar appointment  but new years eve doesnt. Expected: They both would work	New years eve prompts a calendar appointment  but new years eve doesnt. Expected: They both would work
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11072988	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_fb4	12321	baoxwang	3/14/2014 3:47	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Other feedback	Websearch.exe	480x800	Not the current event	Not the current event
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11093845	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14054	xindon	3/27/2014 16:04	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	The query is 附近的 seven eleven。 Its better to trigger place answers.	The query is near the seven eleven. Its better to trigger place answers.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11115543	En-US	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld	12290	pebattag	1/22/2014 1:25	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Search	Searchcm.dll	768x1280	What time is it  not working. 	What time is it  not working. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11120025	En-US	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	WPMain	12351	luket	4/4/2014 7:19	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	Cortana answers Whos your mommy with porn results	Cortana answers Whos your mommy with porn results
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11121917	Zh-CN	Windows Phone Blue\Experiences\RealWorld\Search	wpb_exp_realworld_fb4	12301	szhao	2/2/2014 7:09	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn	Search	Searchcm.dll	480x800	Sr issue:  I said 二十分钟后	Sr issue:I said 20 minutes later
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11125804	Zh-CN	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	wpb_cxe_r1_exp_dev3	14077	jinshi	4/19/2014 3:17	WebSearch.exe	app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile	Cortana Answers: Places  directions and weather	Bing_IPE_ConversationalUnderstanding.server	480x800	信息不准确。这个站不近，而且显示宿州市。	Information is not accurate.  This station is not near, and displayed in Suzhou city.
