TargetAreaPath,BugID,MarketLanguage,OriginalAreaPath,Branch,BuildNum,OpenedBy,OpenedDate,BinaryName,Uri,AppDisplay,AppName,Resolution,OriginalLanguageComment,EnglishTranslatedComment
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10546183,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_dp_appfx_dev,12274,chigy,1/14/2014 3:42,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,1080x1920,Cortana circle is cutoff,Cortana circle is cutoff
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10557796,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12271,litac,12/31/2013 0:00,AgHost.exe,app://1EACB250-C319-4CD1-8E86-63230F2481BA/_default#/Protocol?encodedLaunchUri=xboxmusic%3A%2F%2FMeUx%2F_PlayLocalMusic%3Fzmi%3D0x1000035&sourceAppIdentifier=5B04B775-356B-4AA0-AAF8-6491FFEA5661_0000000000000!WP,Search,Searchcm.dll,480x800,Black screen when tapped on a music result from device search result,Black screen when tapped on a music result from device search result
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10559223,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_exp_realworld,12292,slandry,1/27/2014 6:36,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,When are the grammys on  returns an answer that claims to be relevant but isnt. Tapping the answer resulted in a very long delay to respond and simply restarted the Cortana app. ,When are the grammys on  returns an answer that claims to be relevant but isnt. Tapping the answer resulted in a very long delay to respond and simply restarted the Cortana app. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10580025,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,WPMain,12323,manojki,2/27/2014 4:46,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=32d07d7f-48a2-4f84-73e6-a3575488273c&SuggestionType=InterestId,Cortana Basic search relevance,Bing_HOSE.server,480x800,do you ever get tired of me does not yield any funny answer,do you ever get tired of me does not yield any funny answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10593547,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12284,fakarim,1/18/2014 22:10,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&SuggestionId=3e4dd745-6174-996d-a955-95db119ce02b&SuggestionType=InterestId,Search,Searchcm.dll,768x1280,Showing directions to home and asking me where my home is on the same page,Showing directions to home and asking me where my home is on the same page
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10620504,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,WPMain,12367,nileroux,4/20/2014 3:33,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Basic search relevance,Bing_HOSE.server,768x1280,This query should have had a better result,This query should have had a better result
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10643273,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_c4,12281,marubins,1/15/2014 8:22,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Doesnt show traffic on the way home at 6:51pm when I havent left work. Cortana should be smart enough to know I still need this information. ,Doesnt show traffic on the way home at 6:51pm when I havent left work. Cortana should be smart enough to know I still need this information. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10674765,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12228,jordana,11/1/2013 23:15,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Says Marcelo has no phone numbers,Says Marcelo has no phone numbers
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10675351,En-US,Windows Phone Blue\Experiences\RealWorld\ContextualAwareness,wpb_exp_realworld_wallet,12327,lstifel,3/11/2014 16:17,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Suggestions UX  Content  inferences,mffileavcapture.dll,480x800,I live in Palo alto and work in mt view but weather suggested is in Hayward,I live in Palo alto and work in mt view but weather suggested is in Hayward
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10682133,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12284,harms,2/2/2014 22:44,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,WebSearch.exe,768x1280,When I said QFC  she didnt give me the closest one. In fact  there are several much closer,When I said QFC  she didnt give me the closest one. In fact  there are several much closer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10699581,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12239,lstifel,11/21/2013 1:48,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Repro: Directions to Home Depot Bugs: 1. Screenprompt is blank  should say Which location do you want? 2. TTS readback should end with question - Which location do you want? 3. Should Auto-listen 4. Randomly plays cancel earcon in middle of readback,Repro: Directions to Home Depot Bugs: 1. Screenprompt is blank  should say Which location do you want? 2. TTS readback should end with question - Which location do you want? 3. Should Auto-listen 4. Randomly plays cancel earcon in middle of readback
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10700857,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_foundations,12243,jonwis,11/20/2013 3:19,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive&SuggestionId=,Search,Searchcm.dll,480x800,where can I get good chili should probably return a list of local restaurants  not ones in austin,where can I get good chili should probably return a list of local restaurants  not ones in austin
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10712111,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement,WPMain,12299,narad,2/1/2014 5:25,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Reminders  Calendar  Alarms  Notes,RW_Cortana_LiMa.client,480x800,Should say Ill remind you to do YOUR taxes when you get home instead of using the word MY that I spoke,Should say Ill remind you to do YOUR taxes when you get home instead of using the word MY that I spoke
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10716007,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_exp_realworld,12336,daspieke,3/12/2014 19:05,MessagingApp.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5610/Default,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,I have spoken SMS always on- I said ignore to my incoming text and Cortana set up reply dialog.,I have spoken SMS always on- I said ignore to my incoming text and Cortana set up reply dialog.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10738718,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12247,dibishop,11/25/2013 6:46,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,[TopIssueParentId:175028] Said cancel and still had a blank note saved,[TopIssueParentId:175028] Said cancel and still had a blank note saved
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10767297,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12278,zigs,1/15/2014 11:48,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/SearchResults?DefaultPivot=Device&QueryString=find emails from Alan Packer,Search,Searchcm.dll,768x1280,Cat 1 email search not triggering and Alan is in my contacts,Cat 1 email search not triggering and Alan is in my contacts
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10770216,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12284,alavila,1/20/2014 7:34,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,After cancelling the call  Cortana is stuck in this screen.,After cancelling the call  Cortana is stuck in this screen.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10775485,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_search,12228,jdeakins,11/4/2013 19:05,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,I asked Cortana where my meeting was. She very helpfully pulled up my calendar  but scrolled it down to my next  appointment. As it was only three minutes after my meeting started  it would be nice to have a grace period where it will still put my current meeting at the top  rather than the next meeting. ,I asked Cortana where my meeting was. She very helpfully pulled up my calendar  but scrolled it down to my next  appointment. As it was only three minutes after my meeting started  it would be nice to have a grace period where it will still put my current meeting at the top  rather than the next meeting. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10785909,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12263,brettp,12/14/2013 6:19,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive&SuggestionId=0E00000003000300A6140000,Search,Searchcm.dll,768x1280,Got a message that gave more context now its gone.  No longer telling me what this is the route to,Got a message that gave more context now its gone.  No longer telling me what this is the route to
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10792617,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_dp_appfx_dev,12267,carlruss,12/19/2013 5:37,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x854,Puma it took 5 seconds to start playing music after Cortana said it was starting. (minor),Puma it took 5 seconds to start playing music after Cortana said it was starting. (minor)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10795083,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp,12252,shawnbro,12/5/2013 23:16,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,3x in a row  blank proactive canvas,3x in a row  blank proactive canvas
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10806455,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14082,pacrook,5/2/2014 2:34,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={5db07089-490a-4250-ac7a-8c112991bc7c}&SuggestionType=InterestId,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,Glasgow is not recognised,Glasgow is not recognised
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10808981,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12283,zigs,1/26/2014 3:33,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Speech reco. Sheila is Sela,Speech reco. Sheila is Sela
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10817183,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_mobilecore_drop_appfn_dev,12307,pavanh,2/12/2014 23:23,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,Asked Cortana what is the stock price of Starbucks? She sent me the location of the closest Starbucks.,Asked Cortana what is the stock price of Starbucks? She sent me the location of the closest Starbucks.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10821560,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,WPMain,12344,chamilt,3/21/2014 16:32,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Basic search relevance,Bing_HOSE.server,480x800,Legend... Wait for it... Should be in chat,Legend... Wait for it... Should be in chat
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10841861,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12253,harinic,12/3/2013 15:31,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Text search not working with Cortana,Text search not working with Cortana
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10844101,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12298,wesbarc,2/2/2014 7:33,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Cortana appears to be hung,Cortana appears to be hung
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10870696,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12259,jacoba,12/10/2013 6:20,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Show me the Microsoft stock quote does not show MSFT ticker.,Show me the Microsoft stock quote does not show MSFT ticker.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10899627,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_dp_grim_dev1,12285,orena,1/21/2014 19:21,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Was looking for NFL holding (ru see the rules) and got a location result instead,Was looking for NFL holding (ru see the rules) and got a location result instead
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10901294,En-US,Windows Phone Blue\SiPlat,WPMain,12321,jeffday,2/26/2014 9:09,SpeechCPL.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5624/_default,speech,SpeechCPL.exe,768x1280,Cortana wont download my language even when I retry. ,Cortana wont download my language even when I retry. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10901490,En-US,Windows Phone Blue\Experiences\C4\Messaging,wpb_exp_corex,12239,kolbyh,11/14/2013 23:04,MessagingApp.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5610/Default,SMS/MMS Messaging,Messagingapp.exe,768x1280,The one time I want to create an appointment from SMS  the underline doesnt show.,The one time I want to create an appointment from SMS  the underline doesnt show.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10904003,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_corex,12292,zacwood,1/25/2014 8:34,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistOOBE,Search,Searchcm.dll,768x1280,Poor phrasing - I thought it was asking what name I wanted it to use for itself.  You should ask What can I call you,Poor phrasing - I thought it was asking what name I wanted it to use for itself.  You should ask What can I call you
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10914581,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_cxe_r1_exp_dev3,14091,v-anneg,5/7/2014 5:41,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={96f231c4-bf0a-44ac-bcdc-7c21d7d09ce0}&SuggestionType=InterestId,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,768x1280,Not showing peek for answer on canvas (capital of Brazil),Not showing peek for answer on canvas (capital of Brazil)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10920318,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_c4,12239,marubins,11/14/2013 1:04,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,[TopIssueParentId:175028] I said  Wheres the nearest Chipotle. Cortana heard  Wheres the nearest triple A (AAA),[TopIssueParentId:175028] I said  Wheres the nearest Chipotle. Cortana heard  Wheres the nearest triple A (AAA)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10931050,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,WPMain,12297,byrong,1/30/2014 21:38,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,768x1280,Cortana gave me answer somewhat related to my previous  question instead of what I asked,Cortana gave me answer somewhat related to my previous  question instead of what I asked
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10933040,En-US,Windows Phone Blue\Experiences\Apps\EmailAndCalendar\Calendar,wpb_exp,12335,jegentle,3/13/2014 17:22,Email.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5614/MessageList?FolderEntryId=0000000046000000010000000B00000000000000,Calendar,Calendar.exe,768x1280,Multi day spans separated by till not being extracted correctly,Multi day spans separated by till not being extracted correctly
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10947772,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12278,zigs,1/15/2014 20:31,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,[TopIssueParentId:175028] There is a confidential meeting on January 23rd are you around that day,[TopIssueParentId:175028] There is a confidential meeting on January 23rd are you around that day
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,10961558,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12271,daspieke,12/29/2013 2:46,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?S&amp;SuggestionId={&amp;SuggestionType=I,Search,Searchcm.dll,480x800,I have already elected to track news on this search term  but when I search for it  Cortana prompts to track it again.,I have already elected to track news on this search term  but when I search for it  Cortana prompts to track it again.
